,journalName
1263334,2017 IEEE/ACM 14th International Conference on Mining Software Repositories (MSR)
235796,BMC Medical Informatics and Decision Making
1922613,BMC Medical Informatics and Decision Making
246630,BMC Medical Informatics and Decision Making
956696,Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing
194761,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
2136344,Proceedings of the 20th International Systems and Software Product Line Conference
2169120,Computer
1972516,Future Gener. Comput. Syst.
2595111,2018 International Conference on Sensor Networks and Signal Processing (SNSP)
1480998,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
1973764,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1120558,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
1612080,Medical image analysis
1744442,2011 IEEE Nuclear Science Symposium Conference Record
2201911,2019 IEEE 60th Annual Symposium on Foundations of Computer Science (FOCS)
14426,2019 IEEE 60th Annual Symposium on Foundations of Computer Science (FOCS)
440734,J. Priv. Confidentiality
1612091,ACM Transactions on Computer-Human Interaction (TOCHI)
1200907,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
707267,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
893338,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
596289,Proceedings of the Twelfth ACM International Conference on Web Search and Data Mining
1112646,Proceedings of the Tenth ACM International Conference on Web Search and Data Mining
727366,LAK21: 11th International Learning Analytics and Knowledge Conference
1808715,J. Probl. Solving
77054,Psychological review
235853,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work Companion
1382738,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
72020,Proceedings of the 9th Nordic Conference on Human-Computer Interaction
792916,International Journal of Production Research
498009,2014 47th Hawaii International Conference on System Sciences
1186140,IEEE Robotics and Automation Letters
366945,Proceedings of the 2nd ACM Symposium on Cloud Computing
1743202,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
137574,2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
2333032,ArXiv
1454245,SIAM Rev.
2136425,IEEE Transactions on Autonomous Mental Development
2437773,Neuroinformatics
654452,Neuroinformatics
119972,IEEE Transactions on Autonomous Mental Development
1579372,Comput. Commun.
783195,IEEE Transactions on Pattern Analysis and Machine Intelligence
1120620,Proceedings of the 12th International Web for All Conference
924016,2011 5th International Conference on Pervasive Computing Technologies for Healthcare (PervasiveHealth) and Workshops
1218929,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work
124249,ACM Trans. Inf. Syst.
1287597,ACM Transactions on Knowledge Discovery from Data (TKDD)
989564,"2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
740362,Proceedings of the 2015 Workshop on Software Radio Implementation Forum
878812,"Proceedings of the 2015 Workshop on Wireless of the Students, by the Students, & for the Students"
661887,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
2169215,bioRxiv
764694,GigaScience
6527,Interactions
2627969,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
838725,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
472987,Proceedings of the 2017 Conference on Designing Interactive Systems
383866,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
465284,2011 18th IEEE International Conference on Image Processing
1579401,Games Econ. Behav.
1808779,Journal of Cognitive Neuroscience
1087884,IEEE Transactions on Knowledge and Data Engineering
2365840,2016 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA)
2627989,Commun. Assoc. Inf. Syst.
2529687,Proceedings of the 2018 Workshop on Multimedia for Accessible Human Computer Interface
2107622,ACM Transactions on Graphics (TOG)
433241,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
1710488,ACM Transactions on Knowledge Discovery from Data (TKDD)
399775,2015 IEEE/ACM International Symposium on Low Power Electronics and Design (ISLPED)
530847,Proceedings of the 26th Annual International Conference on Mobile Computing and Networking
220602,Proceedings of the 19th International Workshop on Mobile Computing Systems & Applications
1218985,Proc. VLDB Endow.
1375636,Proc. VLDB Endow.
2300330,Pattern Recognit. Lett.
1867474,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)"
2234799,The International Journal of Medical Robotics and Computer Assisted Surgery
2234800,Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
2070966,"2015 12th Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)"
914401,IEEE Transactions on Vehicular Technology
760247,KDD : proceedings. International Conference on Knowledge Discovery & Data Mining
399805,Proceedings of the Augmented Humans International Conference
379597,Proceedings of the 12th International Conference on Advances in Computer Entertainment Technology
1677758,IEEE Winter Conference on Applications of Computer Vision
825791,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
2053275,2019 49th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)
498110,Proceedings of the 2020 ACM Conference on International Computing Education Research
1219010,IEEE Transactions on Knowledge and Data Engineering
1650979,Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval
367042,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
432581,2013 IEEE International Conference on Robotics and Automation
2431430,Living in the Internet of Things (IoT 2019)
449260,Proceedings of the 20th International Workshop on Mobile Computing Systems and Applications
2184209,IEEE Pervasive Computing
203212,Proceedings of the 2018 ACM Conference on Supporting Groupwork
2267598,Science Robotics
2595285,Data Mining and Knowledge Discovery
957653,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management
2365911,Proceedings of the 2nd International Workshop on Social Sensing
1251802,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
1586542,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work & Social Computing
2300383,2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)
1303600,Proceedings of the Companion of the 2017 ACM/IEEE International Conference on Human-Robot Interaction
1776103,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
846693,Comput. Hum. Behav.
1448429,2019 IEEE Visualization Conference (VIS)
1317359,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
2207423,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
1655873,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems
746253,Int. J. Hum. Comput. Stud.
760304,Wireless Networks
1590163,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2103800,IEEE Transactions on Cloud Computing
2516085,Mobile Networks and Applications
1972734,IEEE Pervasive Comput.
2136582,Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers
2267658,Int. J. Hum. Comput. Stud.
1513994,Companion of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
629265,Proceedings of the 2019 on Designing Interactive Systems Conference
2071059,International Journal of Distributed Sensor Networks
203288,2014 IEEE International Conference on Robotics and Automation (ICRA)
1415706,The International Journal of Robotics Research
891420,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)
2038305,CHI '11 Extended Abstracts on Human Factors in Computing Systems
1022503,Proceedings of the 20th annual international conference on Mobile computing and networking
301608,Journal of Medical Devices-transactions of The Asme
1317415,Proceedings of the 2018 Designing Interactive Systems Conference
304506,Proceedings of the 2017 Conference on Designing Interactive Systems
2660908,F1000Research
2562608,Proceedings of the Eleventh ACM International Conference on Web Search and Data Mining
989748,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
354174,Neural Computation
334389,2017 26th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)
1571590,The 23rd IEEE International Symposium on Robot and Human Interactive Communication
1193159,2014 9th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
737260,2015 24th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)
979819,2015 10th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
1862440,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
1382969,Proceedings of the 24th annual ACM symposium on User interface software and technology
563771,ArXiv
334397,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
1211206,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction"
806230,Interactions
1666219,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
2497089,Nature
1207173,2011 IEEE International Symposium on Biomedical Imaging: From Nano to Macro
1734840,2011 IEEE International Symposium on Biomedical Imaging: From Nano to Macro
2202186,Companion Publication of the 2019 on Designing Interactive Systems Conference 2019 Companion
2057049,"Proceedings of the Thirteenth International Conference on Tangible, Embedded, and Embodied Interaction"
268877,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2206635,2014 IEEE International Conference on Automation Science and Engineering (CASE)
566157,2012 IEEE International Conference on Robotics and Automation
192522,Proceedings of the 2nd ACM Symposium on Cloud Computing
531025,Proceedings of the conference. Association for Computational Linguistics. Meeting
972411,Proceedings of the conference. Association for Computational Linguistics. Meeting
2154603,Proceedings of the conference. Association for Computational Linguistics. North American Chapter. Meeting
14634,Proceedings of the ACM 2011 conference on Computer supported cooperative work
219668,Int. J. Hum. Comput. Stud.
1317465,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing
1059254,Proceedings of the 27th annual ACM symposium on User interface software and technology
957018,ACM Transactions on Internet of Things
1068848,IEEE Internet of Things Journal
848627,Proceedings of the 12th International Audio Mostly Conference on Augmented and Participatory Sound and Music Experiences
1484598,Proceedings of the 10th Nordic Conference on Human-Computer Interaction
52246,IEEE Access
1695330,ACM Transactions on Internet of Things
924258,2011 IEEE International Symposium on Biomedical Imaging: From Nano to Macro
2366051,CHI '12 Extended Abstracts on Human Factors in Computing Systems
1088104,2016 8th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS)
2267771,ACM Transactions on Accessible Computing (TACCESS)
284271,Proceedings of the 17th International ACM SIGACCESS Conference on Computers & Accessibility
1317500,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1923711,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1940096,Advances in Computational Mathematics
2186797,J. Comput. Appl. Math.
2464384,CHI '12 Extended Abstracts on Human Factors in Computing Systems
1907330,International Journal of Advanced Robotic Systems
1528022,Topics in cognitive science
1546896,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
1524703,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2173441,Proceedings of the Sixteenth ACM Conference on Economics and Computation
1514131,2018 IEEE International Conference on Multimedia and Expo (ICME)
1659203,Proceedings of the 26th International Conference on World Wide Web Companion
2005650,IEEE Multim.
760472,Proceedings of the Sixteenth ACM Conference on Economics and Computation
1039657,Proceedings of the Sixteenth ACM Conference on Economics and Computation
2562712,IEEE Transactions on Neural Networks
1645210,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1546910,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
285179,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
59673,IEEE Transactions on Visualization and Computer Graphics
258043,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
676723,IEEE Transactions on Visualization and Computer Graphics
1239026,IEEE Transactions on Visualization and Computer Graphics
941852,IEEE Transactions on Visualization and Computer Graphics
64241,Proceedings of the 2015 British HCI Conference
2595495,Proceedings of the 22nd International Conference on Intelligent User Interfaces Companion
2236201,Proceedings of the 12th International Conference on Interaction Design and Children
1090601,Proceedings of the companion publication of the 17th ACM conference on Computer supported cooperative work & social computing
39592,Proceedings of the 26th ACM Conference on Innovation and Technology in Computer Science Education V. 1
280389,Proceedings of the 50th ACM Technical Symposium on Computer Science Education
1990534,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
1979243,Proceedings of the 52nd ACM Technical Symposium on Computer Science Education
639963,Proceedings of the 2020 ACM Conference on Innovation and Technology in Computer Science Education
1481387,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems
1402583,Proceedings of the 2017 ACM Conference Companion Publication on Designing Interactive Systems
629421,IEEE Transactions on Knowledge and Data Engineering
1940142,Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery & Data Mining
137902,2017 IEEE 14th International Symposium on Biomedical Imaging (ISBI 2017)
498349,NeuroImage
2267825,Queue
826034,Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers
629426,2016 Information Theory and Applications Workshop (ITA)
924344,2013 IEEE 10th International Symposium on Biomedical Imaging
2071226,ACM SIGGRAPH 2011 papers
2529979,"Paladyn, Journal of Behavioral Robotics"
1809085,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
2631488,Proceedings of the ACM on Human-Computer Interaction
2123634,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
76255,Proceedings of the 20th International Conference on Human-Computer Interaction with Mobile Devices and Services
572613,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2632290,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
1546943,Frontiers ICT
891584,Medical image analysis
767042,Proceedings of the 2013 ACM international joint conference on Pervasive and ubiquitous computing
1809864,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
575776,Human–Computer Interaction
2347263,Personal and Ubiquitous Computing
1743559,Journal of Alzheimer's disease : JAD
1101377,NeuroImage
137929,Human–Computer Interaction
369719,Interactions
2152682,Proceedings of the The 15th International Conference on Interaction Design and Children
2175877,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2005707,2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM)
596685,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
217484,Proceedings of the 18th International Conference on Human-Computer Interaction with Mobile Devices and Services
2095260,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services
1092695,Physical review. E
924374,Proceedings of the Sixth (2019) ACM Conference on Learning @ Scale
2216862,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
2071262,J. Sensors
817763,"Sensors (Basel, Switzerland)"
2544454,2013 35th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)
1776355,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct
1570607,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct
1972966,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
1612518,22nd International Conference on Human-Computer Interaction with Mobile Devices and Services
2475845,Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology
629479,IECON 2014 - 40th Annual Conference of the IEEE Industrial Electronics Society
858861,Proceedings of the 22nd ACM SIGSAC Conference on Computer and Communications Security
1383151,Proceedings of the 19th ACM Conference on Computer Supported Cooperative Work and Social Computing Companion
2333424,Proceedings of the Conference on Empirical Methods in Natural Language Processing. Conference on Empirical Methods in Natural Language Processing
2235121,PLoS ONE
797128,International Journal of Human–Computer Interaction
1994202,Int. J. Hum. Comput. Stud.
214037,Transportation Research Part F: Traffic Psychology and Behaviour
72436,Proceedings of the 14th Web for All Conference on The Future of Accessible Work
771015,Hum. Comput.
793333,J. Ambient Intell. Smart Environ.
1953542,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
531191,IEEE Transactions on Pattern Analysis and Machine Intelligence
1065443,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems
916663,IEEE Transactions on Human-Machine Systems
2611618,Autom.
1202667,IEEE Transactions on Cybernetics
2038519,PLoS ONE
730021,Neuroinformatics
2079748,Information processing in medical imaging : proceedings of the ... conference
1972985,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1362730,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
727803,LAK21: 11th International Learning Analytics and Knowledge Conference
1144564,Artificial Intelligence in Education
596732,InfoSciRN: Other Information Use (Topic)
400122,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
515876,Proceedings of the 2018 ACM Conference on Supporting Groupwork
2464510,Proceedings of the 12th Chinese Conference on Computer Supported Cooperative Work and Social Computing
1809151,2013 International Conference on Soft Computing and Pattern Recognition (SoCPaR)
1262266,Proceedings of the Ninth Biennial ACM Symposium on Eye Tracking Research & Applications
2071304,Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility
1237505,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1907467,Neurocomputing
2562831,Journal of the American Medical Informatics Association : JAMIA
598619,Scientific Data
1559439,bioRxiv
94762,Nature Biotechnology
2136849,2016 IEEE 20th International Conference on Computer Supported Cooperative Work in Design (CSCWD)
1874777,CHI '11 Extended Abstracts on Human Factors in Computing Systems
647994,IEEE Internet Computing
290206,SIGHIT Rec.
563988,2013 46th Hawaii International Conference on System Sciences
1523580,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
793366,Proceedings of the 2015 ACM SIGCHI Conference on Creativity and Cognition
2588197,Proceedings of the companion publication of the 17th ACM conference on Computer supported cooperative work & social computing
1047784,Cognitive Science
1579813,Earth System Dynamics Discussions
2550200,Environ. Model. Softw.
1907494,Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining
1415978,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems
1940280,New Media & Society
760635,IEEE Pervasive Computing
2235196,PeerJ
2431805,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
1006340,Proceedings of the 27th annual ACM symposium on User interface software and technology
72514,CHI '14 Extended Abstracts on Human Factors in Computing Systems
1841999,Proceedings of the 18th International Conference on Human-Computer Interaction with Mobile Devices and Services
1710930,Proceedings of the 2018 Designing Interactive Systems Conference
215259,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1277904,Proceedings of the ACM 2011 conference on Computer supported cooperative work
1842006,Social networks
1563029,Network Science
957274,The International Journal of Robotics Research
826203,"Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational"
1186659,"2020 IEEE 20th International Conference on Software Quality, Reliability and Security (QRS)"
1448805,"Proceedings of the Twelfth International Conference on Tangible, Embedded, and Embodied Interaction"
2118695,Proceedings of the 2016 ACM Conference Companion Publication on Designing Interactive Systems
72552,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
826217,2015 IEEE 14th International Conference on Machine Learning and Applications (ICMLA)
105323,Journal of Mechanical Design
113685,Journal of Mechanical Design
1743726,Journal of computational biology : a journal of computational molecular cell biology
116621,IEEE/ACM Transactions on Computational Biology and Bioinformatics
760686,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.
835364,Proceedings of the 15th International Conference on Mobile and Ubiquitous Multimedia
294551,Proceedings of the 2015 ACM on International Conference on Multimodal Interaction
534018,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing
1488207,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1448900,Proceedings of the 16th International Conference on Mobile and Ubiquitous Multimedia
1219441,Medical image analysis
138098,ACM Trans. Intell. Syst. Technol.
1022840,Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval
2431865,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
1088383,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services
2661247,International Journal of Biomedical Imaging
1317763,Proceedings of the Annual Symposium on Computer-Human Interaction in Play
1832828,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2464643,Companion Publication of the 2020 ACM Designing Interactive Systems Conference
1940364,"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency"
2549507,SSRN Electronic Journal
1230731,J. Cybersecur.
1612691,The International Journal of Robotics Research
1425836,2015 IEEE International Conference on Robotics and Automation (ICRA)
997837,2016 IEEE International Conference on Robotics and Automation (ICRA)
2483409,The International Journal of Robotics Research
727961,Inf. Knowl. Syst. Manag.
924569,2015 IEEE 31st International Conference on Data Engineering
1678236,MIS Q.
1088413,Proceedings of the Human Factors and Ergonomics Society Annual Meeting
1461192,"2012 IEEE International Conference on Systems, Man, and Cybernetics (SMC)"
2300829,CHI '14 Extended Abstracts on Human Factors in Computing Systems
1800504,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1809315,Journal on Computing and Cultural Heritage (JOCCH)
23791,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
2562981,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts
1940389,2013 IEEE International Conference on Robotics and Automation
2300840,Proceedings of the 10th European Workshop on Systems Security
1466677,Proceedings of the 2013 conference on Internet measurement conference
859064,"2014 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
1711034,Fractals
1416124,Proc. ACM Hum. Comput. Interact.
1076252,ACM Transactions on Accessible Computing (TACCESS)
1711193,Universal Access in the Information Society
2384758,Proceedings of the 17th International ACM SIGACCESS Conference on Computers & Accessibility
629697,2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society
1186758,IEEE Transactions on Image Processing
695242,2020 IEEE Second International Conference on Cognitive Machine Intelligence (CogMI)
736316,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
993315,Proceedings of the 6th International Conference on Digital Health Conference
1010355,2020 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops)
1267279,IEEE Computational Intelligence Magazine
580498,Proceedings of the ACM on Human-Computer Interaction
2547573,Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing
1219530,Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining
1383372,Proceedings of the 18th ACM Conference Companion on Computer Supported Cooperative Work & Social Computing
1088461,22nd International Conference on Human-Computer Interaction with Mobile Devices and Services
1285071,Database: The Journal of Biological Databases and Curation
1453630,Proceedings of the 17th ACM conference on Computer supported cooperative work & social computing
2661327,2015 IEEE International Conference on Robotics and Biomimetics (ROBIO)
486470,2013 IEEE RO-MAN
1620744,"2012 International Conference on Privacy, Security, Risk and Trust and 2012 International Confernece on Social Computing"
1700981,Personal and Ubiquitous Computing
564183,Proceedings of the First Workshop on Data Acquisition To Analysis
1874904,Proceedings of the Tenth International Conference on Information and Communication Technologies and Development
2038749,Mark. Sci.
2530270,bioRxiv
2071527,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
1041866,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
1685134,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
676354,Proceedings of the ACM on Human-Computer Interaction
2497512,2016 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)
1124662,IEEE Journal on Emerging and Selected Topics in Circuits and Systems
1874924,Proceedings of the ACM on Human-Computer Interaction
1753994,Proceedings of the ACM on Human-Computer Interaction
465907,Proceedings of the 17th International Conference on Mobile and Ubiquitous Multimedia
143161,Proceedings of the 5th ACM International Symposium on Pervasive Displays
1612787,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing
2189139,Computer Animation and Virtual Worlds
1711105,Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems
1240422,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
564238,Epidemics
1776655,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
1940501,Frontiers in Integrative Neuroscience
181726,Frontiers in Integrative Neuroscience
2628631,Proceedings of the 2014 conference on Designing interactive systems
1514530,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
367650,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
248049,Proceedings of the 14th international conference on Human-computer interaction with mobile devices and services
1317927,Proceedings of the Fifth International Conference on Information and Communication Technologies and Development
1032423,Proceedings of the 2011 iConference
185442,Empirical Software Engineering
531501,IEEE Transactions on Visualization and Computer Graphics
1154097,Proceedings of the 25th International Conference Companion on World Wide Web
2595891,Restorative neurology and neuroscience
126278,Restorative neurology and neuroscience
2104374,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
7222,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
629814,IEEE Computer Graphics and Applications
990266,2015 10th International Workshop on Robot Motion and Control (RoMoCo)
1146392,2014 9th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
433212,Computer
498748,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management
2148527,Proceedings of the Human Factors and Ergonomics Society Annual Meeting
1776704,International Journal of Computer-Supported Collaborative Learning
171075,2013 16th International Conference on Advanced Robotics (ICAR)
2366533,Data Science and Engineering
143641,2015 IEEE 31st International Conference on Data Engineering
522046,GeoInformatica
400456,Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers
597065,Proceedings of the 15th International Conference on Mobile and Ubiquitous Multimedia
2320279,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing
457873,ACM Trans. Comput. Hum. Interact.
1830144,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2399308,Applied optics
531536,Applied optics
2071632,"Proceedings of the Thirteenth International Conference on Tangible, Embedded, and Embodied Interaction"
503381,Proceedings of the 17th ACM Conference on Interaction Design and Children
1949758,Proceedings of the 17th ACM Conference on Interaction Design and Children
466004,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers
2464853,Journal of biomedical informatics
695728,Journal of the American Medical Informatics Association
641130,Frontiers in Genetics
957524,Proceedings of the 22nd International Conference on Intelligent User Interfaces Companion
1421752,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1595868,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing
1991231,Proceedings of the Fourth (2017) ACM Conference on Learning @ Scale
433246,Proceedings of the 17th International Conference on Mobile and Ubiquitous Multimedia
1105376,IEEE MultiMedia
1154146,IEEE Internet Computing
1325554,Comput. Hum. Behav.
1834128,Proceedings of the ACM on Human-Computer Interaction
1253398,Proceedings of the ACM on Human-Computer Interaction
1055845,Scientific Reports
2497638,Comput. Hum. Behav.
1842280,IEEE Security & Privacy
1875057,Proceedings of the 25th ACM international conference on Multimedia
2235506,Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining
2006131,Proceedings of the 26th International Conference on World Wide Web Companion
2222407,Proceedings of the Eleventh European Conference on Computer Systems
2202739,Bioinformatics
2006133,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
1025215,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
1197257,Proceedings of the 2018 Designing Interactive Systems Conference
2276767,Proceedings of the 17th ACM Conference on Interaction Design and Children
1875070,"2012 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
1559319,2011 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA)
2464895,Interactions
1776768,2011 IEEE 52nd Annual Symposium on Foundations of Computer Science
466054,Pattern Recognit.
1744012,Proceedings of the Seventh International Conference on the Internet of Things
1973393,2020 International Symposium on Medical Robotics (ISMR)
718704,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
2353482,2014 IEEE International Conference on Robotics and Automation (ICRA)
2631880,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
2285725,2018 IEEE International Conference on Robotics and Automation (ICRA)
2235541,Proceedings of the Interaction Design and Children Conference
2312689,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
793751,Frontiers in Genetics
2628763,Journal of chemical theory and computation
1186972,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
662686,BMC Bioinformatics
2628769,Nucleic Acids Research
695459,Proceedings of the 2019 on Designing Interactive Systems Conference
1554481,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
